id_documento,id_siniestro,tipo_documento,entregado,legible,fecha_emision,inconsistencia_detectada,observacion
DOC-0014554,SIN-005170,Fotografías del daño,1,1,2024-04-03,0,
DOC-0014555,SIN-005170,Proforma de reparación,1,1,2024-04-05,0,
DOC-0014556,SIN-005170,Copia matrícula,1,0,2024-04-03,0,
DOC-0014557,SIN-005170,Cédula del asegurado,1,0,2024-04-05,0,
DOC-0014558,SIN-012384,Fotografías del daño,1,1,2021-08-10,0,
DOC-0014559,SIN-012384,Informe de perito,1,1,2021-08-13,0,
DOC-0014560,SIN-012384,Facturas de bienes afectados,1,1,2021-08-11,0,
DOC-0014561,SIN-012384,Parte policial,1,1,2021-08-13,0,
DOC-0014562,SIN-012384,Cédula del asegurado,1,1,2021-08-12,0,
DOC-0014563,SIN-005532,Parte policial,1,1,2024-11-01,0,
DOC-0014564,SIN-005532,Fotografías del daño,1,1,2024-11-06,0,
DOC-0014565,SIN-005532,Proforma de reparación,1,1,2024-11-06,0,
DOC-0014566,SIN-005532,Copia matrícula,1,1,2024-11-05,1,Firma del médico no verificada
DOC-0014567,SIN-005532,Cédula del asegurado,1,0,2024-11-04,1,
DOC-0014568,SIN-000715,Historia clínica,1,1,2025-07-05,0,
DOC-0014569,SIN-000715,Facturas médicas,1,1,2025-07-04,0,
DOC-0014570,SIN-000715,Informe médico,1,1,2025-06-30,0,
DOC-0014571,SIN-000715,Recetas prescritas,0,0,2025-06-30,0,
DOC-0014572,SIN-000715,Cédula del asegurado,1,1,2025-07-04,0,
DOC-0014573,SIN-001077,Certificado de defunción,1,1,2020-11-04,0,
DOC-0014574,SIN-001077,Informe médico causa muerte,1,1,2020-11-07,0,
DOC-0014575,SIN-001077,Cédula beneficiario,1,1,2020-11-05,0,
DOC-0014576,SIN-001077,Póliza original,0,0,2020-11-06,0,
DOC-0014577,SIN-012151,Historia clínica,1,1,2021-10-17,0,
DOC-0014578,SIN-012151,Facturas médicas,1,1,2021-10-17,0,
DOC-0014579,SIN-012151,Informe médico,1,1,2021-10-15,0,
DOC-0014580,SIN-012151,Recetas prescritas,1,1,2021-10-12,0,
DOC-0014581,SIN-012151,Cédula del asegurado,0,0,2021-10-15,0,
DOC-0014582,SIN-009658,Fotografías del daño,1,1,2025-04-04,0,
DOC-0014583,SIN-009658,Informe de perito,1,1,2025-04-04,0,
DOC-0014584,SIN-009658,Facturas de bienes afectados,1,1,2025-03-31,0,
DOC-0014585,SIN-009658,Parte policial,1,1,2025-04-01,0,
DOC-0014586,SIN-009658,Cédula del asegurado,1,1,2025-04-03,0,
DOC-0014587,SIN-010165,Parte policial,1,1,2022-11-18,0,
DOC-0014588,SIN-010165,Fotografías del daño,1,1,2022-11-16,0,
DOC-0014589,SIN-010165,Proforma de reparación,1,1,2022-11-17,0,
DOC-0014590,SIN-010165,Copia matrícula,1,1,2022-11-19,0,
DOC-0014591,SIN-010165,Cédula del asegurado,1,1,2022-11-15,0,
DOC-0014592,SIN-002016,Parte policial,1,0,2025-04-13,0,
DOC-0014593,SIN-002016,Fotografías del daño,1,1,2025-04-17,0,
DOC-0014594,SIN-002016,Proforma de reparación,1,1,2025-04-16,0,
DOC-0014595,SIN-002016,Copia matrícula,0,0,2025-04-15,0,
DOC-0014596,SIN-002016,Cédula del asegurado,1,1,2025-04-15,0,
DOC-0014597,SIN-005932,Parte policial,1,1,2024-06-20,0,
DOC-0014598,SIN-005932,Fotografías del daño,1,1,2024-06-20,0,
DOC-0014599,SIN-005932,Proforma de reparación,1,1,2024-06-17,0,
DOC-0014600,SIN-005932,Copia matrícula,1,1,2024-06-15,0,
DOC-0014601,SIN-005932,Cédula del asegurado,1,1,2024-06-15,0,
DOC-0014602,SIN-001886,Historia clínica,1,1,2020-11-04,0,
DOC-0014603,SIN-001886,Facturas médicas,1,1,2020-11-06,0,
DOC-0014604,SIN-001886,Informe médico,1,1,2020-11-05,0,
DOC-0014605,SIN-001886,Recetas prescritas,1,1,2020-11-06,0,
DOC-0014606,SIN-001886,Cédula del asegurado,1,1,2020-11-04,0,
DOC-0014607,SIN-011271,Parte policial,1,1,2024-10-06,0,
DOC-0014608,SIN-011271,Fotografías del daño,1,0,2024-10-04,0,
DOC-0014609,SIN-011271,Proforma de reparación,1,1,2024-10-05,0,
DOC-0014610,SIN-011271,Copia matrícula,1,1,2024-10-05,0,
DOC-0014611,SIN-011271,Cédula del asegurado,1,1,2024-10-02,0,
DOC-0014612,SIN-005184,Fotografías del daño,1,1,2023-06-05,0,
DOC-0014613,SIN-005184,Informe de perito,1,1,2023-06-06,0,
DOC-0014614,SIN-005184,Facturas de bienes afectados,1,1,2023-06-05,0,
DOC-0014615,SIN-005184,Parte policial,1,1,2023-06-07,0,
DOC-0014616,SIN-005184,Cédula del asegurado,1,0,2023-06-07,0,
DOC-0014617,SIN-005951,Fotografías del daño,1,1,2021-12-29,1,Documento emitido con fecha posterior al siniestro
DOC-0014618,SIN-005951,Informe de perito,1,1,2022-01-01,0,
DOC-0014619,SIN-005951,Facturas de bienes afectados,1,1,2021-12-29,0,
DOC-0014620,SIN-005951,Parte policial,1,1,2021-12-30,0,
DOC-0014621,SIN-005951,Cédula del asegurado,1,1,2021-12-31,0,
DOC-0014622,SIN-006313,Parte policial,1,1,2024-04-25,0,
DOC-0014623,SIN-006313,Fotografías del daño,1,1,2024-04-21,0,
DOC-0014624,SIN-006313,Proforma de reparación,1,1,2024-04-21,0,
DOC-0014625,SIN-006313,Copia matrícula,1,1,2024-04-24,0,
DOC-0014626,SIN-006313,Cédula del asegurado,1,1,2024-04-22,0,
DOC-0014627,SIN-010861,Parte policial,1,1,2024-07-27,0,
DOC-0014628,SIN-010861,Fotografías del daño,1,1,2024-07-27,0,
DOC-0014629,SIN-010861,Proforma de reparación,1,1,2024-07-28,0,
DOC-0014630,SIN-010861,Copia matrícula,1,0,2024-07-28,0,
DOC-0014631,SIN-010861,Cédula del asegurado,1,1,2024-07-31,0,
DOC-0014632,SIN-008973,Certificado de defunción,1,0,2023-02-13,0,
DOC-0014633,SIN-008973,Informe médico causa muerte,1,1,2023-02-14,0,
DOC-0014634,SIN-008973,Cédula beneficiario,1,0,2023-02-16,0,
DOC-0014635,SIN-008973,Póliza original,1,1,2023-02-11,0,
DOC-0014636,SIN-001489,Parte policial,1,1,2024-04-05,0,
DOC-0014637,SIN-001489,Fotografías del daño,1,1,2024-03-31,0,
DOC-0014638,SIN-001489,Proforma de reparación,1,1,2024-04-01,0,
DOC-0014639,SIN-001489,Copia matrícula,1,1,2024-03-31,1,Firma del médico no verificada
DOC-0014640,SIN-001489,Cédula del asegurado,1,1,2024-03-31,0,
DOC-0014641,SIN-005529,Parte policial,1,1,2024-04-15,0,
DOC-0014642,SIN-005529,Fotografías del daño,0,0,2024-04-19,0,
DOC-0014643,SIN-005529,Proforma de reparación,1,1,2024-04-18,0,
DOC-0014644,SIN-005529,Copia matrícula,1,1,2024-04-16,0,
DOC-0014645,SIN-005529,Cédula del asegurado,0,0,2024-04-17,0,
DOC-0014646,SIN-011888,Historia clínica,1,1,2023-06-04,0,
DOC-0014647,SIN-011888,Facturas médicas,1,1,2023-06-01,0,
DOC-0014648,SIN-011888,Informe médico,1,1,2023-06-03,0,
DOC-0014649,SIN-011888,Recetas prescritas,0,0,2023-06-02,0,
DOC-0014650,SIN-011888,Cédula del asegurado,1,1,2023-06-01,0,
DOC-0014651,SIN-011058,Historia clínica,0,0,2021-02-03,0,
DOC-0014652,SIN-011058,Facturas médicas,1,1,2021-02-03,0,
DOC-0014653,SIN-011058,Informe médico,1,1,2021-02-03,0,
DOC-0014654,SIN-011058,Recetas prescritas,1,1,2021-01-30,0,
DOC-0014655,SIN-011058,Cédula del asegurado,1,1,2021-01-31,0,
DOC-0014656,SIN-012453,Certificado de defunción,1,1,2022-07-17,0,
DOC-0014657,SIN-012453,Informe médico causa muerte,1,1,2022-07-18,0,
DOC-0014658,SIN-012453,Cédula beneficiario,1,1,2022-07-16,0,
DOC-0014659,SIN-012453,Póliza original,1,1,2022-07-16,0,
DOC-0014660,SIN-003834,Parte policial,0,0,2022-06-20,0,
DOC-0014661,SIN-003834,Fotografías del daño,0,0,2022-06-18,0,
DOC-0014662,SIN-003834,Proforma de reparación,1,0,2022-06-18,0,
DOC-0014663,SIN-003834,Copia matrícula,1,0,2022-06-21,0,
DOC-0014664,SIN-003834,Cédula del asegurado,1,0,2022-06-21,0,
DOC-0014665,SIN-002760,Parte policial,1,1,2024-01-14,0,
DOC-0014666,SIN-002760,Fotografías del daño,1,1,2024-01-15,0,
DOC-0014667,SIN-002760,Proforma de reparación,1,1,2024-01-13,0,
DOC-0014668,SIN-002760,Copia matrícula,1,1,2024-01-18,0,
DOC-0014669,SIN-002760,Cédula del asegurado,1,1,2024-01-13,0,
DOC-0014670,SIN-008938,Parte policial,1,1,2021-04-14,0,
DOC-0014671,SIN-008938,Fotografías del daño,1,1,2021-04-10,0,
DOC-0014672,SIN-008938,Proforma de reparación,1,1,2021-04-12,0,
DOC-0014673,SIN-008938,Copia matrícula,1,1,2021-04-15,0,
DOC-0014674,SIN-008938,Cédula del asegurado,1,1,2021-04-13,0,
DOC-0014675,SIN-003448,Parte policial,1,1,2025-07-07,0,
DOC-0014676,SIN-003448,Fotografías del daño,1,0,2025-07-08,0,
DOC-0014677,SIN-003448,Proforma de reparación,1,1,2025-07-05,1,Sello de institución ilegible o ausente
DOC-0014678,SIN-003448,Copia matrícula,1,1,2025-07-04,0,
DOC-0014679,SIN-003448,Cédula del asegurado,1,1,2025-07-04,0,
DOC-0014680,SIN-001438,Parte policial,1,1,2025-01-22,0,
DOC-0014681,SIN-001438,Fotografías del daño,1,1,2025-01-21,0,
DOC-0014682,SIN-001438,Proforma de reparación,0,1,2025-01-20,0,
DOC-0014683,SIN-001438,Copia matrícula,1,1,2025-01-20,0,
DOC-0014684,SIN-001438,Cédula del asegurado,1,1,2025-01-19,0,
DOC-0014685,SIN-001234,Informe técnico,1,1,2024-02-10,0,
DOC-0014686,SIN-001234,Fotografías del daño,1,1,2024-02-09,0,
DOC-0014687,SIN-001234,Facturas,1,1,2024-02-07,0,
DOC-0014688,SIN-001234,Parte policial,1,1,2024-02-11,1,
DOC-0014689,SIN-001234,Cédula del asegurado,1,0,2024-02-09,0,
DOC-0014690,SIN-000186,Historia clínica,1,1,2024-04-20,0,
DOC-0014691,SIN-000186,Facturas médicas,1,1,2024-04-21,0,
DOC-0014692,SIN-000186,Informe médico,1,1,2024-04-23,0,
DOC-0014693,SIN-000186,Recetas prescritas,1,0,2024-04-20,0,
DOC-0014694,SIN-000186,Cédula del asegurado,1,0,2024-04-23,0,
DOC-0014695,SIN-010246,Certificado de defunción,1,1,2024-03-08,0,
DOC-0014696,SIN-010246,Informe médico causa muerte,1,0,2024-03-12,0,
DOC-0014697,SIN-010246,Cédula beneficiario,1,1,2024-03-09,0,
DOC-0014698,SIN-010246,Póliza original,1,1,2024-03-12,0,
DOC-0014699,SIN-002466,Historia clínica,1,1,2021-02-23,0,
DOC-0014700,SIN-002466,Facturas médicas,1,1,2021-02-22,0,
DOC-0014701,SIN-002466,Informe médico,1,1,2021-02-26,0,
DOC-0014702,SIN-002466,Recetas prescritas,0,1,2021-02-22,0,
DOC-0014703,SIN-002466,Cédula del asegurado,1,1,2021-02-26,0,
DOC-0014704,SIN-003367,Parte policial,1,1,2021-10-29,0,
DOC-0014705,SIN-003367,Fotografías del daño,0,0,2021-11-02,0,
DOC-0014706,SIN-003367,Proforma de reparación,1,1,2021-10-30,0,
DOC-0014707,SIN-003367,Copia matrícula,1,1,2021-11-01,0,
DOC-0014708,SIN-003367,Cédula del asegurado,1,1,2021-10-31,0,
DOC-0014709,SIN-003289,Fotografías del daño,1,1,2022-04-23,0,
DOC-0014710,SIN-003289,Informe de perito,1,1,2022-04-26,0,
DOC-0014711,SIN-003289,Facturas de bienes afectados,1,1,2022-04-27,0,
DOC-0014712,SIN-003289,Parte policial,0,0,2022-04-27,0,
DOC-0014713,SIN-003289,Cédula del asegurado,1,1,2022-04-25,0,
DOC-0014714,SIN-003823,Historia clínica,1,1,2024-11-19,0,
DOC-0014715,SIN-003823,Facturas médicas,1,1,2024-11-14,0,
DOC-0014716,SIN-003823,Informe médico,1,1,2024-11-14,0,
DOC-0014717,SIN-003823,Recetas prescritas,1,1,2024-11-17,1,Número de serie del vehículo no legible
DOC-0014718,SIN-003823,Cédula del asegurado,1,1,2024-11-17,0,
DOC-0014719,SIN-001298,Parte policial,1,1,2022-06-07,0,
DOC-0014720,SIN-001298,Fotografías del daño,1,1,2022-06-07,0,
DOC-0014721,SIN-001298,Proforma de reparación,1,1,2022-06-02,0,
DOC-0014722,SIN-001298,Copia matrícula,1,1,2022-06-07,0,
DOC-0014723,SIN-001298,Cédula del asegurado,1,1,2022-06-05,0,
DOC-0014724,SIN-010716,Fotografías del daño,1,1,2022-02-01,0,
DOC-0014725,SIN-010716,Informe de perito,1,1,2022-02-02,0,
DOC-0014726,SIN-010716,Facturas de bienes afectados,1,1,2022-01-30,0,
DOC-0014727,SIN-010716,Parte policial,1,0,2022-01-30,0,
DOC-0014728,SIN-010716,Cédula del asegurado,1,1,2022-02-01,0,
DOC-0014729,SIN-004871,Historia clínica,1,0,2021-10-07,0,
DOC-0014730,SIN-004871,Facturas médicas,1,1,2021-10-08,0,
DOC-0014731,SIN-004871,Informe médico,1,1,2021-10-07,0,
DOC-0014732,SIN-004871,Recetas prescritas,1,1,2021-10-06,0,
DOC-0014733,SIN-004871,Cédula del asegurado,1,0,2021-10-07,0,
DOC-0014734,SIN-004740,Parte policial,0,0,2021-12-29,0,
DOC-0014735,SIN-004740,Fotografías del daño,0,0,2021-12-28,0,
DOC-0014736,SIN-004740,Proforma de reparación,1,0,2021-12-25,0,
DOC-0014737,SIN-004740,Copia matrícula,1,1,2021-12-28,1,Número de placa no coincide con póliza
DOC-0014738,SIN-004740,Cédula del asegurado,1,1,2021-12-29,0,
DOC-0014739,SIN-000450,Parte policial,1,1,2020-09-18,0,
DOC-0014740,SIN-000450,Fotografías del daño,1,0,2020-09-20,0,
DOC-0014741,SIN-000450,Proforma de reparación,1,1,2020-09-19,0,
DOC-0014742,SIN-000450,Copia matrícula,1,0,2020-09-23,0,
DOC-0014743,SIN-000450,Cédula del asegurado,0,0,2020-09-19,0,
DOC-0014744,SIN-003287,Fotografías del daño,1,1,2024-01-27,0,
DOC-0014745,SIN-003287,Informe de perito,1,1,2024-01-26,0,
DOC-0014746,SIN-003287,Facturas de bienes afectados,1,1,2024-01-26,0,
DOC-0014747,SIN-003287,Parte policial,1,1,2024-01-22,0,
DOC-0014748,SIN-003287,Cédula del asegurado,1,1,2024-01-24,0,
DOC-0014749,SIN-002961,Fotografías del daño,1,1,2024-08-14,0,
DOC-0014750,SIN-002961,Informe de perito,0,0,2024-08-16,0,
DOC-0014751,SIN-002961,Facturas de bienes afectados,1,1,2024-09-03,1,Número de serie del vehículo no legible
DOC-0014752,SIN-002961,Parte policial,0,0,2024-08-18,0,
DOC-0014753,SIN-002961,Cédula del asegurado,1,0,2024-08-17,0,
DOC-0014754,SIN-003801,Parte policial,1,1,2022-03-15,0,
DOC-0014755,SIN-003801,Fotografías del daño,1,1,2022-03-15,0,
DOC-0014756,SIN-003801,Proforma de reparación,1,1,2022-03-15,0,
DOC-0014757,SIN-003801,Copia matrícula,1,0,2022-03-11,0,
DOC-0014758,SIN-003801,Cédula del asegurado,1,1,2022-03-11,0,
DOC-0014759,SIN-006928,Historia clínica,1,1,2022-12-26,0,
DOC-0014760,SIN-006928,Facturas médicas,0,1,2022-12-25,0,
DOC-0014761,SIN-006928,Informe médico,1,1,2022-12-29,0,
DOC-0014762,SIN-006928,Recetas prescritas,1,1,2022-12-25,0,
DOC-0014763,SIN-006928,Cédula del asegurado,0,1,2022-12-26,0,
DOC-0014764,SIN-011951,Parte policial,1,1,2022-10-14,0,
DOC-0014765,SIN-011951,Fotografías del daño,1,1,2022-10-12,0,
DOC-0014766,SIN-011951,Proforma de reparación,1,1,2022-10-12,0,
DOC-0014767,SIN-011951,Copia matrícula,1,1,2022-10-15,0,
DOC-0014768,SIN-011951,Cédula del asegurado,1,1,2022-10-13,0,
DOC-0014769,SIN-005821,Certificado de defunción,1,1,2024-07-12,0,
DOC-0014770,SIN-005821,Informe médico causa muerte,1,1,2024-07-12,0,
DOC-0014771,SIN-005821,Cédula beneficiario,1,1,2024-07-09,0,
DOC-0014772,SIN-005821,Póliza original,1,1,2024-07-10,1,Documento con posibles alteraciones en la fecha
DOC-0014773,SIN-007564,Parte policial,1,1,2021-11-11,0,
DOC-0014774,SIN-007564,Fotografías del daño,1,1,2021-11-08,0,
DOC-0014775,SIN-007564,Proforma de reparación,1,1,2021-11-10,0,
DOC-0014776,SIN-007564,Copia matrícula,1,1,2021-11-11,0,
DOC-0014777,SIN-007564,Cédula del asegurado,1,1,2021-11-07,0,
DOC-0014778,SIN-000382,Parte policial,0,1,2024-05-04,0,
DOC-0014779,SIN-000382,Fotografías del daño,1,1,2024-05-04,0,
DOC-0014780,SIN-000382,Proforma de reparación,1,1,2024-05-01,0,
DOC-0014781,SIN-000382,Copia matrícula,1,1,2024-04-29,0,
DOC-0014782,SIN-000382,Cédula del asegurado,1,1,2024-05-01,0,
DOC-0014783,SIN-010973,Parte policial,1,1,2022-11-26,0,
DOC-0014784,SIN-010973,Fotografías del daño,1,1,2022-11-30,0,
DOC-0014785,SIN-010973,Proforma de reparación,1,1,2022-11-28,0,
DOC-0014786,SIN-010973,Copia matrícula,0,0,2022-11-29,0,
DOC-0014787,SIN-010973,Cédula del asegurado,1,1,2022-11-30,0,
DOC-0014788,SIN-001156,Parte policial,1,1,2023-02-25,0,
DOC-0014789,SIN-001156,Fotografías del daño,1,1,2023-02-23,0,
DOC-0014790,SIN-001156,Proforma de reparación,0,0,2023-02-27,0,
DOC-0014791,SIN-001156,Copia matrícula,1,0,2023-02-23,0,
DOC-0014792,SIN-001156,Cédula del asegurado,1,0,2023-02-28,0,
DOC-0014793,SIN-005197,Informe técnico,1,1,2024-03-04,0,
DOC-0014794,SIN-005197,Fotografías del daño,0,0,2024-03-04,0,
DOC-0014795,SIN-005197,Facturas,1,0,2024-03-07,0,
DOC-0014796,SIN-005197,Parte policial,0,0,2024-03-04,0,
DOC-0014797,SIN-005197,Cédula del asegurado,0,0,2024-03-06,0,
DOC-0014798,SIN-009882,Parte policial,1,1,2021-12-19,0,
DOC-0014799,SIN-009882,Fotografías del daño,1,1,2021-12-18,0,
DOC-0014800,SIN-009882,Proforma de reparación,1,1,2021-12-18,0,
DOC-0014801,SIN-009882,Copia matrícula,1,1,2021-12-19,0,
DOC-0014802,SIN-009882,Cédula del asegurado,1,1,2021-12-23,0,
DOC-0014803,SIN-010326,Parte policial,1,1,2023-09-27,0,
DOC-0014804,SIN-010326,Fotografías del daño,1,1,2023-09-26,0,
DOC-0014805,SIN-010326,Proforma de reparación,1,1,2023-09-24,0,
DOC-0014806,SIN-010326,Copia matrícula,1,1,2023-09-23,0,
DOC-0014807,SIN-010326,Cédula del asegurado,1,1,2023-09-27,0,
DOC-0014808,SIN-001729,Parte policial,1,1,2023-02-12,0,
DOC-0014809,SIN-001729,Fotografías del daño,1,1,2023-02-10,0,
DOC-0014810,SIN-001729,Proforma de reparación,1,1,2023-02-09,0,
DOC-0014811,SIN-001729,Copia matrícula,1,1,2023-02-10,0,
DOC-0014812,SIN-001729,Cédula del asegurado,1,1,2023-02-09,0,
DOC-0014813,SIN-005392,Historia clínica,1,0,2020-09-21,0,
DOC-0014814,SIN-005392,Facturas médicas,1,1,2020-09-25,0,
DOC-0014815,SIN-005392,Informe médico,1,1,2020-09-24,0,
DOC-0014816,SIN-005392,Recetas prescritas,1,1,2020-09-22,0,
DOC-0014817,SIN-005392,Cédula del asegurado,0,0,2020-09-25,0,
DOC-0014818,SIN-010643,Certificado de defunción,0,0,2023-06-24,0,
DOC-0014819,SIN-010643,Informe médico causa muerte,0,1,2023-06-24,0,
DOC-0014820,SIN-010643,Cédula beneficiario,1,1,2023-06-28,0,
DOC-0014821,SIN-010643,Póliza original,1,1,2023-06-25,0,
DOC-0014822,SIN-002426,Parte policial,0,1,2025-12-14,0,
DOC-0014823,SIN-002426,Fotografías del daño,1,1,2025-12-10,0,
DOC-0014824,SIN-002426,Proforma de reparación,1,1,2025-12-11,0,
DOC-0014825,SIN-002426,Copia matrícula,1,1,2025-12-14,0,
DOC-0014826,SIN-002426,Cédula del asegurado,1,1,2025-12-11,0,
DOC-0014827,SIN-002728,Historia clínica,1,1,2023-03-10,0,
DOC-0014828,SIN-002728,Facturas médicas,1,1,2023-03-10,0,
DOC-0014829,SIN-002728,Informe médico,1,1,2023-03-11,0,
DOC-0014830,SIN-002728,Recetas prescritas,1,1,2023-03-11,0,
DOC-0014831,SIN-002728,Cédula del asegurado,1,1,2023-03-11,0,
DOC-0014832,SIN-005614,Parte policial,1,1,2024-03-16,0,
DOC-0014833,SIN-005614,Fotografías del daño,1,0,2024-03-12,0,
DOC-0014834,SIN-005614,Proforma de reparación,0,0,2024-03-11,1,
DOC-0014835,SIN-005614,Copia matrícula,0,0,2024-03-11,0,
DOC-0014836,SIN-005614,Cédula del asegurado,0,0,2024-03-15,0,
DOC-0014837,SIN-001254,Parte policial,1,1,2024-06-14,0,
DOC-0014838,SIN-001254,Fotografías del daño,0,0,2024-06-16,0,
DOC-0014839,SIN-001254,Proforma de reparación,0,0,2024-06-13,0,
DOC-0014840,SIN-001254,Copia matrícula,1,1,2024-06-11,0,
DOC-0014841,SIN-001254,Cédula del asegurado,1,1,2024-06-12,0,
DOC-0014842,SIN-005654,Parte policial,1,1,2021-10-27,0,
DOC-0014843,SIN-005654,Fotografías del daño,0,0,2021-10-22,0,
DOC-0014844,SIN-005654,Proforma de reparación,1,0,2021-10-24,0,
DOC-0014845,SIN-005654,Copia matrícula,1,1,2021-10-27,0,
DOC-0014846,SIN-005654,Cédula del asegurado,1,1,2021-10-23,0,
DOC-0014847,SIN-005480,Parte policial,1,1,2022-01-07,0,
DOC-0014848,SIN-005480,Fotografías del daño,1,1,2022-01-09,0,
DOC-0014849,SIN-005480,Proforma de reparación,1,1,2022-01-11,0,
DOC-0014850,SIN-005480,Copia matrícula,1,1,2022-01-08,0,
DOC-0014851,SIN-005480,Cédula del asegurado,1,1,2022-01-09,0,
DOC-0014852,SIN-002504,Parte policial,1,1,2024-08-13,0,
DOC-0014853,SIN-002504,Fotografías del daño,1,1,2024-08-13,0,
DOC-0014854,SIN-002504,Proforma de reparación,1,1,2024-08-09,0,
DOC-0014855,SIN-002504,Copia matrícula,1,1,2024-08-12,0,
DOC-0014856,SIN-002504,Cédula del asegurado,1,1,2024-08-09,0,
DOC-0014857,SIN-005359,Historia clínica,1,1,2021-05-06,0,
DOC-0014858,SIN-005359,Facturas médicas,1,1,2021-05-07,0,
DOC-0014859,SIN-005359,Informe médico,1,1,2021-05-10,1,
DOC-0014860,SIN-005359,Recetas prescritas,0,0,2021-05-06,0,
DOC-0014861,SIN-005359,Cédula del asegurado,1,1,2021-05-06,0,
DOC-0014862,SIN-005962,Parte policial,1,1,2025-11-28,0,
DOC-0014863,SIN-005962,Fotografías del daño,1,1,2025-11-25,0,
DOC-0014864,SIN-005962,Proforma de reparación,1,1,2025-11-27,0,
DOC-0014865,SIN-005962,Copia matrícula,1,1,2025-11-29,0,
DOC-0014866,SIN-005962,Cédula del asegurado,1,0,2025-11-26,0,
DOC-0014867,SIN-007309,Parte policial,1,1,2025-07-03,0,
DOC-0014868,SIN-007309,Fotografías del daño,1,1,2025-07-03,0,
DOC-0014869,SIN-007309,Proforma de reparación,1,1,2025-07-03,0,
DOC-0014870,SIN-007309,Copia matrícula,1,1,2025-06-29,1,Monto en factura difiere del reclamado
DOC-0014871,SIN-007309,Cédula del asegurado,1,1,2025-06-30,0,
DOC-0014872,SIN-009137,Certificado de defunción,1,1,2021-05-06,0,
DOC-0014873,SIN-009137,Informe médico causa muerte,1,1,2021-05-06,0,
DOC-0014874,SIN-009137,Cédula beneficiario,1,1,2021-05-06,0,
DOC-0014875,SIN-009137,Póliza original,1,1,2021-05-05,0,
DOC-0014876,SIN-012430,Fotografías del daño,1,0,2024-04-23,0,
DOC-0014877,SIN-012430,Informe de perito,0,1,2024-04-19,0,
DOC-0014878,SIN-012430,Facturas de bienes afectados,1,1,2024-04-24,0,
DOC-0014879,SIN-012430,Parte policial,1,1,2024-04-21,0,
DOC-0014880,SIN-012430,Cédula del asegurado,1,1,2024-04-23,0,
DOC-0014881,SIN-006504,Parte policial,1,1,2022-11-26,0,
DOC-0014882,SIN-006504,Fotografías del daño,1,1,2022-11-22,0,
DOC-0014883,SIN-006504,Proforma de reparación,1,1,2022-11-22,0,
DOC-0014884,SIN-006504,Copia matrícula,1,1,2022-11-22,0,
DOC-0014885,SIN-006504,Cédula del asegurado,1,1,2022-11-23,0,
DOC-0014886,SIN-008828,Certificado de defunción,1,1,2022-11-04,0,
DOC-0014887,SIN-008828,Informe médico causa muerte,1,1,2022-11-04,0,
DOC-0014888,SIN-008828,Cédula beneficiario,1,0,2022-11-06,0,
DOC-0014889,SIN-008828,Póliza original,1,1,2022-11-07,0,
DOC-0014890,SIN-001613,Certificado de defunción,1,1,2022-10-24,0,
DOC-0014891,SIN-001613,Informe médico causa muerte,1,1,2022-10-22,0,
DOC-0014892,SIN-001613,Cédula beneficiario,1,1,2022-10-20,0,
DOC-0014893,SIN-001613,Póliza original,1,1,2022-10-21,0,
DOC-0014894,SIN-009620,Parte policial,1,1,2025-10-01,0,
DOC-0014895,SIN-009620,Fotografías del daño,1,1,2025-09-29,0,
DOC-0014896,SIN-009620,Proforma de reparación,1,1,2025-10-01,0,
DOC-0014897,SIN-009620,Copia matrícula,1,1,2025-09-27,0,
DOC-0014898,SIN-009620,Cédula del asegurado,1,0,2025-09-27,0,
DOC-0014899,SIN-002192,Parte policial,0,1,2024-09-09,0,
DOC-0014900,SIN-002192,Fotografías del daño,1,1,2024-09-12,0,
DOC-0014901,SIN-002192,Proforma de reparación,0,0,2024-09-12,0,
DOC-0014902,SIN-002192,Copia matrícula,0,0,2024-09-07,0,
DOC-0014903,SIN-002192,Cédula del asegurado,1,1,2024-09-12,0,
DOC-0014904,SIN-001730,Parte policial,1,1,2021-09-15,0,
DOC-0014905,SIN-001730,Fotografías del daño,1,1,2021-09-18,0,
DOC-0014906,SIN-001730,Proforma de reparación,1,1,2021-09-15,0,
DOC-0014907,SIN-001730,Copia matrícula,1,1,2021-09-18,0,
DOC-0014908,SIN-001730,Cédula del asegurado,1,0,2021-09-14,0,
DOC-0014909,SIN-011878,Parte policial,1,1,2024-02-16,0,
DOC-0014910,SIN-011878,Fotografías del daño,1,1,2024-02-14,0,
DOC-0014911,SIN-011878,Proforma de reparación,1,1,2024-02-19,0,
DOC-0014912,SIN-011878,Copia matrícula,1,1,2024-02-15,0,
DOC-0014913,SIN-011878,Cédula del asegurado,1,1,2024-02-15,0,
DOC-0014914,SIN-011430,Historia clínica,1,0,2024-12-10,0,
DOC-0014915,SIN-011430,Facturas médicas,1,1,2024-12-08,0,
DOC-0014916,SIN-011430,Informe médico,1,1,2024-12-08,0,
DOC-0014917,SIN-011430,Recetas prescritas,1,1,2024-12-08,0,
DOC-0014918,SIN-011430,Cédula del asegurado,1,1,2024-12-09,0,
DOC-0014919,SIN-004169,Historia clínica,1,1,2021-10-03,0,
DOC-0014920,SIN-004169,Facturas médicas,1,1,2021-10-08,0,
DOC-0014921,SIN-004169,Informe médico,1,1,2021-10-05,0,
DOC-0014922,SIN-004169,Recetas prescritas,1,1,2021-10-07,0,
