id_poliza,id_asegurado,ramo,fecha_inicio,fecha_fin,prima,suma_asegurada,deducible,canal_venta,ciudad,estado_poliza,duracion_meses
POL-001909,AS-01965,Vida,2025-01-27,2026-01-22,2163.8834069887057,147691.67680592887,35.216930057379784,Agente,Cuenca,Vigente,12
POL-001910,AS-00903,Vehículos,2021-09-06,2022-09-01,767.8993481301295,13872.609961542954,1149.0006999077495,Bancaseguros,Latacunga,Vencida,12
POL-001911,AS-01828,Vehículos,2021-09-13,2022-09-08,2204.0138749302805,70619.64999144529,535.5641690066948,Agente,Cuenca,Vencida,12
POL-001912,AS-05274,Salud,2024-03-16,2025-03-11,3908.6738447533694,23804.10737996875,329.73451747928186,Corredor,Guayaquil,Vencida,12
POL-001913,AS-05980,Salud,2022-08-05,2023-07-31,3949.1839494906453,48307.34532893027,264.91120212549805,Bancaseguros,Cuenca,Vencida,12
POL-001914,AS-02205,Vehículos,2021-02-20,2022-02-15,1342.026281018814,27317.49061707767,736.2961237256329,Digital,Ambato,Vencida,12
POL-001915,AS-02713,Vehículos,2025-04-04,2026-03-30,1220.339173107521,63418.53917904733,251.37547130909832,Agente,Guayaquil,Vigente,12
POL-001916,AS-04359,Vehículos,2020-06-28,2021-06-23,881.7573800805535,41117.16634457824,753.3711835494153,Agente,Guayaquil,Vencida,12
POL-001917,AS-05330,Vehículos,2024-01-08,2024-07-06,1651.751079713441,35179.773650904004,1581.43741841453,Bancaseguros,Tulcán,Vencida,6
POL-001918,AS-03599,Salud,2023-04-04,2024-03-29,2301.1774519456712,70926.45239152528,299.5780977790867,Agente,Manta,Vencida,12
POL-001919,AS-02348,Vida,2022-02-26,2022-08-25,2864.314988281799,39061.01328558547,4.217051609910563,Digital,Guayaquil,Vencida,6
POL-001920,AS-02491,Vehículos,2022-03-21,2024-03-10,2131.3443820331136,48218.72739823229,1444.2328127552166,Agente,Guayaquil,Vencida,24
POL-001921,AS-04210,Salud,2025-03-23,2025-09-19,1543.5450540420723,69841.35842906334,394.41801223982816,Bancaseguros,Quito,Vigente,6
POL-001922,AS-00022,Vehículos,2023-08-14,2024-08-08,1956.4656934211152,37114.616192502166,1106.2634470219205,Agente,Quito,Vencida,12
POL-001923,AS-03753,Vehículos,2021-12-17,2022-12-12,1460.682666103069,30128.424817032308,742.8517912733759,Agente,Guayaquil,Vencida,12
POL-001924,AS-02129,Hogar,2023-05-03,2025-04-22,822.5229925574771,41589.02629686625,834.6723001399445,Agente,Latacunga,Vencida,24
POL-001925,AS-04773,Generales,2022-03-02,2022-08-29,5001.6118735599575,123511.73642249696,4338.1519710049015,Agente,Quito,Vencida,6
POL-001926,AS-00568,Vehículos,2021-07-08,2022-01-04,2363.6112337172317,45421.539412769904,1124.6697194950111,Bancaseguros,Quito,Vencida,6
POL-001927,AS-03572,Vehículos,2025-04-09,2025-10-06,2026.530321642619,34792.11231812245,1485.675728339904,Agente,Ambato,Vigente,6
POL-001928,AS-02918,Hogar,2024-01-04,2024-07-02,981.0768568960252,24643.912517985926,680.107385904227,Digital,Santo Domingo,Vencida,6
POL-001929,AS-03888,Vida,2022-09-01,2023-08-27,2312.0215967269755,119817.44711013058,104.80806380254755,Bancaseguros,Esmeraldas,Vencida,12
POL-001930,AS-00388,Salud,2020-10-02,2021-09-27,4362.7613264206375,82956.12166681167,697.2951809496027,Agente,Ambato,Vencida,12
POL-001931,AS-03520,Salud,2025-05-02,2026-04-27,1925.9983752124263,40529.8787344695,292.14703242867154,Agente,Riobamba,Vigente,12
POL-001932,AS-03401,Salud,2021-10-26,2022-04-24,2606.9649258538416,68278.74325919649,230.09893404646942,Agente,Quito,Vencida,6
POL-001933,AS-03396,Vehículos,2020-09-11,2021-09-06,742.2791332632715,15241.672116666525,844.5030318852246,Agente,Babahoyo,Vencida,12
POL-001934,AS-03665,Vehículos,2021-04-11,2022-04-06,745.1913865444757,50907.17413481436,1345.0907124499115,Agente,Guayaquil,Vencida,12
POL-001935,AS-04096,Salud,2024-06-11,2024-12-08,2502.9698475191803,10705.255965239068,386.44969600220014,Agente,Latacunga,Vencida,6
POL-001936,AS-04839,Salud,2021-01-18,2022-01-13,1050.2798417833947,16650.75960409373,346.96447028334217,Digital,Quito,Vencida,12
POL-001937,AS-01617,Salud,2021-05-02,2022-04-27,2518.5424000370194,71606.91646748534,839.3644223201757,Agente,Guayaquil,Vencida,12
POL-001938,AS-04961,Hogar,2022-10-18,2024-10-07,414.0819005579865,122790.10123746943,1233.9255513959222,Bancaseguros,Quito,Vencida,24
POL-001939,AS-03012,Generales,2020-11-17,2021-11-12,2638.71747227556,158467.2045956113,3280.6550784438805,Agente,Quito,Vencida,12
POL-001940,AS-00464,Vida,2023-09-05,2024-08-30,1383.113053647137,109707.93450426547,18.258031623758466,Digital,Guayaquil,Vencida,12
POL-001941,AS-00353,Hogar,2025-01-12,2026-01-07,506.34062410145583,87021.25553536278,1955.5042018864392,Agente,Quito,Vigente,12
POL-001942,AS-02008,Vehículos,2021-03-14,2022-03-09,2055.6905433129177,9446.759465153611,390.07737201613867,Bancaseguros,Quito,Vencida,12
POL-001943,AS-04719,Vida,2020-07-10,2021-01-06,2004.5558471083173,190066.7319548287,0.0,Agente,Ambato,Vencida,6
POL-001944,AS-04276,Salud,2023-11-18,2024-11-12,1462.3485538566458,62664.9193975529,747.0040297778014,Agente,Riobamba,Vencida,12
POL-001945,AS-04739,Hogar,2024-02-06,2025-01-31,1142.8578249217674,24244.043206737642,629.2870973641982,Agente,Quito,Vencida,12
POL-001946,AS-03129,Vehículos,2021-01-27,2021-07-26,989.4207150375607,16420.1374121128,501.8467200140462,Corredor,Tulcán,Vencida,6
POL-001947,AS-02664,Vehículos,2020-12-27,2021-12-22,1795.9764974173572,6336.467698433834,1264.9668033931907,Digital,Loja,Vencida,12
POL-001948,AS-00895,Vehículos,2024-11-17,2025-11-12,481.0850734497357,18926.459932470825,1417.4728099757385,Digital,Santo Domingo,Vigente,12
POL-001949,AS-01971,Salud,2021-12-11,2022-12-06,726.5882462748073,23340.24830163084,312.4884265317569,Agente,Loja,Vencida,12
POL-001950,AS-02623,Vehículos,2021-02-11,2022-02-06,940.2775568386568,17606.775553508778,923.7519847677725,Bancaseguros,Guayaquil,Vencida,12
POL-001951,AS-00538,Salud,2022-05-29,2023-05-24,3367.3046627260564,17334.180274962626,280.05814661827037,Corredor,Guayaquil,Vencida,12
POL-001952,AS-01334,Salud,2022-09-15,2023-09-10,783.8207361238213,49457.208382700504,140.9631236642097,Digital,Ambato,Vencida,12
POL-001953,AS-03629,Vehículos,2023-05-26,2024-05-20,1623.6524123945985,11340.59547219334,1125.0943775040482,Agente,Esmeraldas,Vencida,12
POL-001954,AS-04437,Vehículos,2023-01-08,2024-01-03,607.8586616396541,24479.186360662403,521.9430589967579,Agente,Machala,Vencida,12
POL-001955,AS-05989,Salud,2020-12-07,2021-12-02,2484.9293168541435,76240.81929072227,468.7811913209549,Agente,Riobamba,Vencida,12
POL-001956,AS-05600,Vehículos,2020-07-14,2021-07-09,1764.737732286462,40327.81242333205,682.2057150365301,Agente,Quito,Vencida,12
POL-001957,AS-03888,Vida,2020-07-14,2022-07-04,2504.641000340438,53884.08389768274,69.82328502278666,Digital,Ambato,Vencida,24
POL-001958,AS-02549,Vida,2023-12-02,2025-11-21,2974.056783271055,41052.597024597075,0.0,Bancaseguros,Manta,Vigente,24
POL-001959,AS-03851,Salud,2023-11-20,2024-11-14,4075.7366923036793,69266.16017540316,523.0926149270017,Agente,Quito,Vencida,12
POL-001960,AS-04724,Hogar,2021-04-23,2022-04-18,1206.3263128472615,71374.20616275961,332.12725392147655,Agente,Latacunga,Vencida,12
POL-001961,AS-00715,Vehículos,2021-11-12,2022-11-07,1786.4731718117996,57539.71151815372,939.656385527223,Agente,Santo Domingo,Vencida,12
POL-001962,AS-02470,Salud,2025-03-21,2026-03-16,1445.5891544825065,46657.67796780227,570.038719506357,Agente,Santo Domingo,Vigente,12
POL-001963,AS-05046,Vida,2023-08-07,2024-08-01,2973.5209004333806,66682.43501863214,0.0,Corredor,Guayaquil,Vencida,12
POL-001964,AS-02303,Vehículos,2021-10-17,2023-10-07,1195.0895946238911,31378.391861671196,1210.1434613544375,Agente,Guayaquil,Vencida,24
POL-001965,AS-03468,Hogar,2024-01-19,2025-01-13,1169.0588927950143,56312.50002388878,1242.1085031571206,Agente,Santo Domingo,Vencida,12
POL-001966,AS-03569,Vehículos,2021-08-02,2022-07-28,488.31743761927135,33795.88793857693,684.5906548519171,Digital,Quito,Vencida,12
POL-001967,AS-01125,Vehículos,2022-07-03,2023-06-28,2292.950184312615,6589.278377230915,430.9800121415803,Corredor,Guayaquil,Vencida,12
POL-001968,AS-02173,Vehículos,2020-09-05,2021-08-31,2442.4453686265842,29857.195882064607,1454.845925625436,Corredor,Guayaquil,Vencida,12
POL-001969,AS-02009,Vida,2025-02-15,2026-02-10,1141.9714911007243,135291.39858918937,0.0,Agente,Esmeraldas,Vigente,12
POL-001970,AS-00157,Vehículos,2021-01-17,2022-01-12,2232.4235366423586,19146.929999612905,831.0063513538187,Agente,Riobamba,Vencida,12
POL-001971,AS-00145,Hogar,2020-10-23,2021-10-18,395.23154061401425,25024.055878954365,466.5610395210717,Agente,Quito,Vencida,12
POL-001972,AS-04998,Salud,2022-04-14,2023-04-09,651.9501079376698,99861.06359853114,220.47641828724514,Digital,Manta,Vencida,12
POL-001973,AS-01639,Vehículos,2024-01-26,2025-01-20,398.9274116971193,36398.698531215436,266.50696450132716,Agente,Guayaquil,Vencida,12
POL-001974,AS-03133,Hogar,2021-01-30,2022-01-25,1464.3304188471557,121256.60869243629,536.5271797941738,Corredor,Guayaquil,Vencida,12
POL-001975,AS-01787,Hogar,2022-05-24,2023-05-19,1358.098393887507,16853.382833163545,606.782229254971,Digital,Quito,Vencida,12
POL-001976,AS-05639,Generales,2020-12-20,2021-12-15,2321.6071855233376,274832.10866017936,4275.697553099279,Agente,Guayaquil,Vencida,12
POL-001977,AS-01557,Vehículos,2021-10-06,2022-10-01,1950.0090934073487,26036.772520036495,669.6448366417743,Corredor,Loja,Vencida,12
POL-001978,AS-02599,Vehículos,2025-04-26,2026-04-21,2347.1912876073284,54495.267650468995,649.9099441311326,Digital,Quito,Vigente,12
POL-001979,AS-05249,Vehículos,2021-12-13,2022-06-11,438.3880027347878,13805.460880851444,943.311759759037,Digital,Quito,Vencida,6
POL-001980,AS-05059,Vehículos,2023-02-09,2024-02-04,1495.5818444926392,29099.224839777842,287.8328798956241,Corredor,Quito,Vencida,12
POL-001981,AS-01136,Generales,2024-06-14,2025-06-09,4507.05338585655,303109.78323885007,2819.0558669586894,Agente,Riobamba,Vigente,12
POL-001982,AS-04825,Vehículos,2023-11-27,2024-05-25,2191.9075579227883,56292.553152217646,1379.0473925366316,Agente,Guayaquil,Vencida,6
POL-001983,AS-02773,Salud,2020-09-07,2021-09-02,1789.3551437024216,12100.842831216,668.4487482979309,Agente,Loja,Vencida,12
POL-001984,AS-02927,Hogar,2021-03-01,2023-02-19,271.492757452853,88479.73989817715,468.9235252200366,Agente,Portoviejo,Vencida,24
POL-001985,AS-00815,Vida,2024-04-02,2024-09-29,2802.0195060680535,28897.146947308993,54.728664561028374,Agente,Quito,Vencida,6
POL-001986,AS-00487,Vehículos,2020-09-30,2021-09-25,2273.5883356219033,6962.204835333401,456.8321105856447,Agente,Guayaquil,Vencida,12
POL-001987,AS-04388,Vehículos,2024-05-08,2024-11-04,2060.8102621131243,23783.98764118676,697.9556950746644,Digital,Ibarra,Vencida,6
POL-001988,AS-03003,Salud,2022-08-12,2023-08-07,2800.1403354277413,50814.57134966212,636.3651041159618,Agente,Tulcán,Vencida,12
POL-001989,AS-02643,Vehículos,2023-11-09,2024-11-03,908.7662879938537,74961.78680326225,314.7702743193337,Agente,Cuenca,Vencida,12
POL-001990,AS-04398,Salud,2020-12-17,2022-12-07,1287.0476649341008,36007.26307454233,443.38811270558057,Digital,Cuenca,Vencida,24
POL-001991,AS-04605,Salud,2025-01-28,2026-01-23,1373.5238423841222,70989.47018472171,577.2715008783917,Digital,Babahoyo,Vigente,12
POL-001992,AS-00964,Vehículos,2025-03-27,2026-03-22,1694.0690297960327,8611.015111937368,729.9375894929983,Agente,Cuenca,Vigente,12
POL-001993,AS-03702,Vida,2024-04-25,2025-04-20,2999.184743165378,151590.19324494613,0.0,Digital,Cuenca,Vencida,12
POL-001994,AS-00827,Vehículos,2021-12-25,2022-12-20,1919.2041839509002,49455.047098492636,1029.5186448063696,Digital,Riobamba,Vencida,12
POL-001995,AS-04524,Salud,2023-09-03,2024-08-28,3483.109657824327,70184.94748539854,566.2110847757021,Agente,Ambato,Vencida,12
POL-001996,AS-03972,Salud,2024-10-31,2026-10-21,3816.9736014973323,38027.861961395894,523.9375051502925,Digital,Ibarra,Vigente,24
POL-001997,AS-05735,Vehículos,2023-06-26,2024-06-20,1541.7028903017133,25457.07097649626,1164.8245621637468,Bancaseguros,Machala,Vencida,12
POL-001998,AS-00414,Salud,2024-05-09,2026-04-29,3467.865434201827,19333.998791646525,726.6927679785773,Digital,Cuenca,Vigente,24
POL-001999,AS-00344,Vehículos,2022-12-04,2023-11-29,1179.57346758953,47687.52079850393,1361.3247711304919,Digital,Santo Domingo,Vencida,12
POL-002000,AS-01693,Salud,2023-02-07,2024-02-02,2673.38734434375,52135.073134785605,443.9607953217004,Bancaseguros,Guayaquil,Vencida,12
POL-002001,AS-01571,Salud,2022-03-09,2023-03-04,3677.813109009113,73665.50506835588,480.09175950113854,Agente,Machala,Vencida,12
POL-002002,AS-01487,Salud,2023-12-20,2024-12-14,3628.5594297047446,56298.02688820893,521.0121152191527,Corredor,Portoviejo,Vencida,12
POL-002003,AS-05445,Vehículos,2025-04-26,2026-04-21,2183.8538360321068,75621.56214998069,1388.0378190540264,Digital,Quito,Vigente,12
POL-002004,AS-01502,Vehículos,2023-06-03,2024-05-28,360.2363057575482,65560.34434140987,1189.7819154097335,Corredor,Quito,Vencida,12
POL-002005,AS-01631,Vida,2021-08-18,2022-08-13,988.3370434043276,166832.25163134973,37.47775187225641,Corredor,Machala,Vencida,12
POL-002006,AS-04567,Vehículos,2020-09-07,2021-03-06,784.8720880104376,46044.268246763604,1237.6544262309637,Agente,Cuenca,Vencida,6
POL-002007,AS-02718,Vida,2023-06-13,2024-06-07,2949.407761205127,159732.01478338888,0.0,Digital,Manta,Vencida,12
POL-002008,AS-04667,Vehículos,2023-12-27,2024-12-21,1527.6695126876225,61508.831368557476,1255.5691879759531,Agente,Ambato,Vencida,12
POL-002009,AS-00392,Hogar,2024-05-31,2025-05-26,849.0330192355667,37513.330440062804,289.5492645656358,Digital,Quito,Vencida,12
POL-002010,AS-02951,Vehículos,2024-12-25,2026-12-15,2613.615942709786,14096.686389045819,1541.9594511874288,Agente,Babahoyo,Vigente,24
POL-002011,AS-00203,Vehículos,2021-11-26,2022-11-21,953.3261533300952,79861.30393474635,1355.837181526461,Agente,Guayaquil,Vencida,12
POL-002012,AS-00379,Vehículos,2024-11-19,2025-11-14,908.6534578092034,51779.66139748334,1396.383070616107,Agente,Machala,Vigente,12
POL-002013,AS-05446,Vehículos,2022-05-30,2024-05-19,702.8686162576241,46762.90472708211,858.9917608014929,Digital,Cuenca,Vencida,24
POL-002014,AS-00850,Vehículos,2023-10-07,2024-10-01,852.2436426885687,71169.93526825035,746.1024597704543,Digital,Ibarra,Vencida,12
POL-002015,AS-03226,Vehículos,2024-07-20,2026-07-10,1975.9360571927505,63758.73173618465,725.7156570120585,Agente,Quito,Vigente,24
POL-002016,AS-02480,Vehículos,2021-02-25,2022-02-20,2197.881210293451,59448.10529433729,1253.246003783473,Agente,Machala,Vencida,12
POL-002017,AS-02077,Hogar,2021-12-17,2022-12-12,283.0364604033439,93549.1088375839,305.07446973494615,Bancaseguros,Portoviejo,Vencida,12
POL-002018,AS-05410,Salud,2024-03-22,2026-03-12,1159.9140570957093,31314.90570910442,663.9952645331771,Agente,Machala,Vigente,24
POL-002019,AS-00132,Vehículos,2023-05-27,2024-05-21,2388.343282816416,34345.761838146056,806.6126140991579,Digital,Santo Domingo,Vencida,12
POL-002020,AS-04021,Vehículos,2024-05-31,2026-05-21,1680.652895584644,11481.10837404136,348.1217203144445,Agente,Machala,Vigente,24
POL-002021,AS-05775,Vehículos,2021-07-31,2022-07-26,1002.0538146796937,41937.077909409294,908.2414059232837,Agente,Ibarra,Vencida,12
POL-002022,AS-03392,Vehículos,2021-08-04,2022-07-30,1520.2152264156637,28540.398477149407,1076.1085404781493,Agente,Ambato,Vencida,12
POL-002023,AS-05621,Vehículos,2020-06-28,2020-12-25,1249.9082574062008,45036.87892799181,1439.5327451834646,Corredor,Ambato,Vencida,6
POL-002024,AS-00316,Vehículos,2021-07-06,2022-07-01,794.63680955185,12645.692259895697,821.2587002814033,Agente,Manta,Vencida,12
POL-002025,AS-02532,Vehículos,2021-08-05,2022-07-31,1213.6464076870182,75328.7437640674,343.06241929046416,Corredor,Machala,Vencida,12
POL-002026,AS-01561,Salud,2022-01-12,2024-01-02,2445.5054866166747,27586.311860862606,553.8045645982953,Digital,Cuenca,Vencida,24
POL-002027,AS-04407,Hogar,2023-06-06,2024-05-31,1258.8814184319351,67077.52143188479,1557.7142093971147,Agente,Cuenca,Vencida,12
POL-002028,AS-05884,Vehículos,2020-06-06,2021-06-01,2240.2840613080516,23049.381495894104,331.359878315596,Agente,Esmeraldas,Vencida,12
POL-002029,AS-01541,Salud,2023-06-09,2024-06-03,1392.7385737739432,73559.91565257825,760.2461012469385,Bancaseguros,Machala,Vencida,12
POL-002030,AS-03956,Salud,2024-09-01,2025-08-27,2089.4920772474156,72827.95253885197,333.8594738906086,Corredor,Manta,Vigente,12
POL-002031,AS-01206,Vehículos,2024-07-06,2025-07-01,2280.689514940012,6311.7997115367225,1236.2022504444706,Agente,Guayaquil,Vigente,12
POL-002032,AS-03427,Vehículos,2024-01-30,2025-01-24,1602.1986480690864,30431.289857856875,319.9054171692952,Corredor,Guayaquil,Vencida,12
POL-002033,AS-02813,Salud,2023-06-16,2023-12-13,2490.795349958914,51015.82219502067,221.98441691911012,Corredor,Quito,Vencida,6
POL-002034,AS-05834,Salud,2021-01-06,2022-01-01,3881.716259335481,16279.080725091515,429.24508076273787,Digital,Riobamba,Vencida,12
POL-002035,AS-03690,Vehículos,2025-02-11,2026-02-06,1607.4837018195744,42396.63158113538,1134.5503637038328,Corredor,Machala,Vigente,12
POL-002036,AS-02091,Salud,2020-06-20,2021-06-15,745.3447267842795,23890.056113572085,706.8291236893909,Corredor,Loja,Vencida,12
POL-002037,AS-00690,Vida,2024-01-18,2025-01-12,2163.655726533634,116536.99250457653,0.0,Bancaseguros,Quito,Vencida,12
POL-002038,AS-00918,Salud,2023-09-13,2024-09-07,2733.091593512417,36486.57272265956,552.8849322539818,Corredor,Guayaquil,Vencida,12
POL-002039,AS-01363,Salud,2024-11-11,2025-05-10,1562.1199353407128,51607.955394554236,528.4183767537887,Corredor,Cuenca,Vencida,6
POL-002040,AS-01508,Vida,2022-11-11,2023-11-06,581.8672888816064,197352.26738585957,0.0,Bancaseguros,Quito,Vencida,12
POL-002041,AS-05113,Salud,2022-04-24,2023-04-19,3103.2862536036964,69361.50608420605,154.38052743394667,Agente,Ambato,Vencida,12
POL-002042,AS-03400,Vehículos,2024-12-23,2026-12-13,1844.1721976882232,54420.753068737125,685.5757752665326,Digital,Portoviejo,Vigente,24
POL-002043,AS-03167,Vehículos,2022-02-11,2024-02-01,2253.0708336849366,42601.51615533178,1068.07018551267,Corredor,Quito,Vencida,24
POL-002044,AS-00695,Vida,2022-07-26,2023-07-21,3007.6382028766734,26972.665478992094,64.62044652343644,Agente,Cuenca,Vencida,12
POL-002045,AS-05170,Vehículos,2024-04-16,2025-04-11,1727.08491693949,62829.37129958558,668.1065362901041,Corredor,Quito,Vencida,12
POL-002046,AS-04363,Hogar,2021-02-05,2023-01-26,1576.484289524432,55196.94264571066,1260.1093336775577,Corredor,Quito,Vencida,24
POL-002047,AS-00409,Salud,2023-10-08,2024-10-02,3659.247884700966,26181.00679463416,587.5866909779003,Agente,Santo Domingo,Vencida,12
POL-002048,AS-04277,Vehículos,2022-10-02,2023-09-27,1605.1632260640145,19832.01503985106,612.7599763737459,Agente,Cuenca,Vencida,12
POL-002049,AS-03297,Vehículos,2024-08-03,2025-07-29,1774.187831307133,61281.82029888403,1292.4719134263537,Corredor,Guayaquil,Vigente,12
POL-002050,AS-00495,Vida,2022-04-10,2024-03-30,2919.7111552498377,188702.74965529368,0.0,Agente,Cuenca,Vencida,24
POL-002051,AS-02774,Vehículos,2021-07-09,2022-01-05,2410.702962568793,17985.407765224805,1198.896586446908,Agente,Latacunga,Vencida,6
POL-002052,AS-02935,Hogar,2023-02-26,2025-02-15,399.8578456218579,76862.602799092,982.7366974193714,Agente,Cuenca,Vencida,24
POL-002053,AS-01006,Hogar,2020-12-14,2021-12-09,1056.424664541443,25215.159625816876,1830.756962751851,Agente,Quito,Vencida,12
POL-002054,AS-05665,Vehículos,2025-03-11,2026-03-06,2357.2303726020373,40350.778474412764,562.9274299859835,Digital,Cuenca,Vigente,12
POL-002055,AS-05110,Hogar,2021-02-04,2022-01-30,777.9704531365495,83547.72235713653,1725.1535805596793,Agente,Cuenca,Vencida,12
POL-002056,AS-04051,Vehículos,2021-07-19,2022-07-14,2173.667193418132,67693.77786134541,355.1178561947261,Corredor,Santo Domingo,Vencida,12
POL-002057,AS-02803,Hogar,2024-03-21,2025-03-16,857.1036655409526,88397.81809520225,1269.9215624785209,Corredor,Guayaquil,Vencida,12
POL-002058,AS-02486,Vehículos,2023-08-12,2024-08-06,515.6600359311466,25660.15688221323,276.6861278320757,Digital,Manta,Vencida,12
POL-002059,AS-03941,Vehículos,2021-11-11,2022-11-06,2278.9505352341757,67266.44821129942,878.9585162316125,Agente,Guayaquil,Vencida,12
POL-002060,AS-03307,Salud,2020-07-24,2021-07-19,1695.1408083147928,10950.815797583391,541.3320874054056,Agente,Quito,Vencida,12
POL-002061,AS-00376,Vehículos,2023-09-30,2024-09-24,2492.568469642465,64704.347776067734,252.71756039494642,Digital,Guayaquil,Vencida,12
POL-002062,AS-03102,Vehículos,2024-08-26,2026-08-16,1818.7910713939498,44595.88531874406,898.2635039234881,Corredor,Cuenca,Vigente,24
POL-002063,AS-04851,Vida,2023-04-24,2023-10-21,751.8168294817281,176617.20019917106,0.0,Digital,Manta,Vencida,6
POL-002064,AS-02782,Hogar,2024-07-26,2025-07-21,1408.423293386044,77457.78499971153,1894.2561169385422,Agente,Quito,Vigente,12
POL-002065,AS-00315,Vehículos,2022-01-23,2024-01-13,1432.9333736825236,61784.707692135795,833.9427899068805,Bancaseguros,Loja,Vencida,24
POL-002066,AS-04729,Vehículos,2023-06-11,2024-06-05,1381.0124559946914,78612.59170399411,1400.3111702873327,Agente,Quito,Vencida,12
POL-002067,AS-01225,Salud,2023-04-19,2024-04-13,2905.0147686350174,38239.79980732463,638.5180802722738,Digital,Cuenca,Vencida,12
POL-002068,AS-01554,Vehículos,2024-09-01,2026-08-22,2412.4931385440955,66789.27094059956,784.991476862988,Agente,Quito,Vigente,24
POL-002069,AS-01001,Vehículos,2025-02-04,2027-01-25,688.8163321940895,28194.346525411216,1037.4861365039078,Digital,Quito,Vigente,24
POL-002070,AS-01984,Hogar,2021-09-24,2022-09-19,1402.6632921968514,106584.50105440905,1697.261015783951,Agente,Babahoyo,Vencida,12
POL-002071,AS-04553,Hogar,2023-06-06,2023-12-03,864.4976825783748,68864.54443585107,1437.3261924970775,Agente,Ambato,Vencida,6
POL-002072,AS-03141,Vida,2023-09-28,2024-09-22,2774.415534281095,110628.78597991384,0.0,Corredor,Guayaquil,Vencida,12
POL-002073,AS-01246,Salud,2022-07-14,2023-07-09,3891.6952804665957,74270.16658235424,774.1589606940373,Bancaseguros,Manta,Vencida,12
POL-002074,AS-05283,Hogar,2023-09-11,2024-09-05,1046.311841564293,31142.178659875422,270.6193501022877,Digital,Cuenca,Vencida,12
POL-002075,AS-05292,Salud,2023-04-08,2024-04-02,1530.1491622889876,98101.95020369571,115.75504815747748,Digital,Quito,Vencida,12
POL-002076,AS-05232,Vida,2024-09-28,2025-09-23,2279.7137061063713,53770.85566469094,0.0,Digital,Manta,Vigente,12
POL-002077,AS-01437,Salud,2021-10-27,2022-10-22,1686.947321643473,17973.090064634984,323.8130811636418,Digital,Guayaquil,Vencida,12
POL-002078,AS-02729,Salud,2024-03-11,2025-03-06,3222.61936647201,50014.711961897054,156.852591273915,Agente,Quito,Vencida,12
POL-002079,AS-05907,Vehículos,2022-10-12,2023-04-10,684.4641932780679,18749.626450923653,587.7082874227485,Corredor,Quito,Vencida,6
POL-002080,AS-04643,Vehículos,2023-11-05,2024-10-30,1333.7174130679393,32375.778838046186,1326.5214811690537,Bancaseguros,Ibarra,Vencida,12
POL-002081,AS-00162,Vehículos,2020-12-26,2021-12-21,2180.7875667858675,64005.832050783334,703.7654048421091,Corredor,Guayaquil,Vencida,12
POL-002082,AS-00391,Vehículos,2020-06-18,2020-12-15,720.6714144910383,36475.89106723704,266.67002108401596,Agente,Babahoyo,Vencida,6
POL-002083,AS-02813,Vehículos,2020-12-02,2021-11-27,1742.2643055309975,21470.069737511767,911.7788089738197,Corredor,Quito,Vencida,12
POL-002084,AS-05465,Vehículos,2024-04-25,2024-10-22,601.5757712123966,50516.56685085066,949.7249769024072,Digital,Quito,Vencida,6
POL-002085,AS-03265,Vida,2021-03-24,2023-03-14,1468.8818055158472,80269.03007502019,21.436399664703405,Digital,Guayaquil,Vencida,24
POL-002086,AS-03010,Vehículos,2024-07-12,2025-07-07,770.1385834132603,17584.478065728486,1039.1046395699916,Agente,Cuenca,Vigente,12
POL-002087,AS-00638,Vehículos,2024-03-12,2026-03-02,978.9299289236579,73284.25669190074,580.6544102240357,Corredor,Guayaquil,Vigente,24
POL-002088,AS-03972,Vida,2022-07-28,2023-07-23,961.8896741024964,158623.7287109174,0.0,Corredor,Ibarra,Vencida,12
POL-002089,AS-04942,Hogar,2023-11-30,2024-11-24,929.3405310172053,117731.49228869962,1147.4826456037529,Corredor,Cuenca,Vencida,12
POL-002090,AS-02281,Vehículos,2020-07-31,2021-07-26,2352.6384833365705,39622.62770160817,455.41269344932766,Digital,Manta,Vencida,12
POL-002091,AS-04661,Vehículos,2021-12-29,2022-12-24,1352.4602896575798,43938.81599356379,893.3599814367084,Agente,Cuenca,Vencida,12
POL-002092,AS-05781,Vehículos,2022-02-01,2023-01-27,2428.667550486401,73340.4699975841,840.8440998792234,Digital,Guayaquil,Vencida,12
POL-002093,AS-01237,Vehículos,2024-07-31,2026-07-21,2108.73410261773,32219.66614016052,1203.418906374085,Corredor,Quito,Vigente,24
POL-002094,AS-03166,Salud,2023-11-06,2025-10-26,3005.8947354358374,52416.10119047506,634.1351754135393,Agente,Guayaquil,Vigente,24
POL-002095,AS-01722,Vehículos,2022-11-17,2024-11-06,1124.0040276870343,20723.028827191618,1145.3701141929034,Corredor,Ambato,Vencida,24
POL-002096,AS-04764,Vehículos,2021-10-05,2022-09-30,1471.3848832036429,77888.22422701512,1309.6117129039883,Corredor,Quito,Vencida,12
POL-002097,AS-03505,Vida,2025-03-28,2025-09-24,1160.7921800224149,75880.64305699401,28.63626596649111,Digital,Quito,Vigente,6
POL-002098,AS-03843,Salud,2022-02-12,2024-02-02,1599.9012673772809,51889.948613084,286.26551274155787,Digital,Guayaquil,Vencida,24
POL-002099,AS-04796,Generales,2020-06-21,2021-06-16,849.5047475486622,386981.36828118534,3363.0776517205663,Digital,Quito,Vencida,12
