id_asegurado,segmento,ciudad,antiguedad_anios,n_polizas,reclamos_12m,total_siniestros_hist,mora_actual,score_cliente,perfil_riesgo
AS-00962,Empresa mediana,Ambato,11.9,1,0,0,0,90.44576265066215,bajo
AS-00963,Empresa mediana,Quito,13.6,1,0,1,0,90.98260584850735,bajo
AS-00964,Particular,Cuenca,13.8,2,1,0,0,87.84501878794256,bajo
AS-00965,Particular,Guayaquil,19.6,3,0,1,0,64.15132152856386,medio
AS-00966,Empresa pequeña,Machala,3.7,2,1,0,0,100.0,bajo
AS-00967,Empresa grande,Guayaquil,13.6,2,0,1,0,82.41803848970365,bajo
AS-00968,Particular,Loja,11.0,2,1,2,1,31.60470216455408,alto
AS-00969,Empresa mediana,Guayaquil,3.4,2,0,2,0,65.79921024677829,medio
AS-00970,Particular,Ibarra,0.3,1,1,4,1,37.14612448940976,medio
AS-00971,Empresa pequeña,Quito,7.2,2,0,1,0,100.0,bajo
AS-00972,Particular,Quito,14.5,1,0,2,0,81.2947417126256,bajo
AS-00973,Empresa pequeña,Ibarra,15.5,3,0,1,0,100.0,bajo
AS-00974,Particular,Guayaquil,0.3,1,0,5,0,56.136880103488046,medio
AS-00975,Particular,Babahoyo,9.6,3,1,1,0,73.16908283392611,bajo
AS-00976,Empresa grande,Guayaquil,2.6,3,0,2,1,53.65229634527235,medio
AS-00977,Particular,Guayaquil,16.4,4,0,1,1,53.33846840375462,medio
AS-00978,Empresa pequeña,Ambato,2.4,3,0,0,0,71.28060336685522,bajo
AS-00979,Particular,Quito,3.3,3,0,0,0,64.58048588257138,bajo
AS-00980,Particular,Cuenca,8.5,3,0,1,0,100.0,bajo
AS-00981,Empresa mediana,Cuenca,2.9,2,0,0,0,100.0,bajo
AS-00982,Empresa pequeña,Loja,13.3,1,0,0,0,81.12728780892482,bajo
AS-00983,Empresa grande,Quito,7.2,2,0,2,0,51.06511928435393,medio
AS-00984,Particular,Guayaquil,1.8,4,3,6,1,5.3614432192901,alto
AS-00985,Particular,Babahoyo,14.0,2,0,5,0,58.78198730454716,medio
AS-00986,Empresa pequeña,Quito,19.8,2,0,0,1,71.60817655403729,bajo
AS-00987,Particular,Cuenca,1.4,3,0,0,0,100.0,bajo
AS-00988,Empresa mediana,Quito,7.6,1,1,0,0,100.0,bajo
AS-00989,Particular,Manta,16.2,1,0,4,0,63.995179130851675,medio
AS-00990,Particular,Quito,6.4,2,0,2,0,90.43442919497265,bajo
AS-00991,Empresa pequeña,Guayaquil,11.9,3,0,1,0,45.54191403973776,medio
AS-00992,Particular,Guayaquil,18.4,3,2,1,0,67.29132565787855,bajo
AS-00993,Particular,Guayaquil,7.1,2,0,2,0,81.56411308739702,bajo
AS-00994,Empresa mediana,Guayaquil,17.2,3,1,0,0,39.190078760011005,medio
AS-00995,Particular,Quito,11.5,1,0,0,0,79.79189995052542,bajo
AS-00996,Empresa grande,Cuenca,14.6,2,0,1,0,88.89449853557022,bajo
AS-00997,Empresa pequeña,Manta,18.2,3,0,0,0,94.98843263424762,bajo
AS-00998,Particular,Latacunga,16.5,1,0,4,1,62.80421430633505,medio
AS-00999,Empresa mediana,Guayaquil,2.8,2,1,1,0,78.54410505108602,bajo
AS-01000,Empresa grande,Ambato,16.7,1,0,0,0,80.7629139067808,bajo
AS-01001,Empresa pequeña,Quito,6.2,3,0,2,0,100.0,bajo
AS-01002,Empresa mediana,Quito,9.3,2,0,0,0,100.0,bajo
AS-01003,Particular,Guayaquil,4.0,3,0,0,0,73.99815184960087,bajo
AS-01004,Particular,Guayaquil,9.5,3,0,2,0,42.06531611147213,medio
AS-01005,Particular,Santo Domingo,3.3,2,1,1,0,99.99111656806795,bajo
AS-01006,Particular,Quito,8.0,3,0,0,0,91.96742692710875,bajo
AS-01007,Empresa grande,Quito,9.8,5,4,8,1,17.17596610013866,alto
AS-01008,Particular,Santo Domingo,7.8,2,6,7,1,8.075859008409848,alto
AS-01009,Particular,Quito,13.6,3,1,4,0,45.44776357659668,medio
AS-01010,Particular,Riobamba,5.0,1,1,0,0,75.72382394219717,bajo
AS-01011,Empresa mediana,Quito,16.4,3,3,11,1,10.586970328171628,alto
AS-01012,Empresa pequeña,Machala,12.6,1,0,0,0,72.187998023462,bajo
AS-01013,Empresa mediana,Manta,1.9,1,0,0,0,100.0,bajo
AS-01014,Particular,Quito,8.6,1,0,1,0,74.95406090955217,bajo
AS-01015,Empresa pequeña,Esmeraldas,3.7,1,0,0,0,85.07981901582625,bajo
AS-01016,Particular,Guayaquil,5.1,4,0,0,0,43.789553917313235,medio
AS-01017,Empresa pequeña,Quito,7.3,3,0,1,0,54.24290998192776,medio
AS-01018,Empresa pequeña,Guayaquil,17.8,1,0,2,0,68.78057082972839,bajo
AS-01019,Empresa mediana,Guayaquil,2.1,3,0,0,0,82.5982634590284,bajo
AS-01020,Particular,Quito,8.4,3,0,1,0,97.72082973200958,bajo
AS-01021,Empresa grande,Guayaquil,14.4,4,1,4,0,69.6141774401775,medio
AS-01022,Empresa pequeña,Guayaquil,19.4,2,0,2,0,90.93149998030711,bajo
AS-01023,Particular,Cuenca,10.7,1,0,3,1,50.97822703869509,medio
AS-01024,Particular,Quito,3.3,1,0,3,0,100.0,bajo
AS-01025,Particular,Cuenca,6.1,2,0,2,0,52.137715850503554,medio
AS-01026,Particular,Quito,3.0,2,1,2,0,95.88161834837017,bajo
AS-01027,Empresa grande,Quito,2.4,4,4,11,1,12.890017390841,alto
AS-01028,Particular,Esmeraldas,6.0,1,0,1,0,81.30015663359131,bajo
AS-01029,Empresa grande,Portoviejo,10.8,3,0,1,0,84.56758986365209,bajo
AS-01030,Particular,Manta,4.2,4,0,4,0,51.78603717400797,medio
AS-01031,Particular,Ibarra,7.4,2,0,0,0,74.31311731288326,bajo
AS-01032,Particular,Ibarra,13.0,1,0,1,0,86.15707963061206,bajo
AS-01033,Empresa pequeña,Quito,5.0,3,2,2,0,87.79611561302639,bajo
AS-01034,Empresa pequeña,Quito,7.7,1,0,0,0,92.5359796985137,bajo
AS-01035,Particular,Guayaquil,18.8,1,2,6,0,60.58406768850313,medio
AS-01036,Empresa pequeña,Loja,4.1,2,1,1,0,100.0,bajo
AS-01037,Particular,Quito,13.9,3,0,2,0,65.1711716849883,bajo
AS-01038,Particular,Santo Domingo,2.9,1,0,1,0,67.0781255989509,bajo
AS-01039,Particular,Loja,13.8,2,1,7,1,9.92225909279986,alto
AS-01040,Particular,Quito,18.5,1,1,5,0,50.435491513060775,medio
AS-01041,Particular,Guayaquil,17.9,3,0,0,0,88.91963845728934,bajo
AS-01042,Particular,Guayaquil,5.4,3,0,0,0,93.6055786856553,bajo
AS-01043,Empresa pequeña,Quito,9.0,2,1,2,0,88.19340416715647,bajo
AS-01044,Particular,Babahoyo,3.7,2,0,0,0,84.20745765249647,bajo
AS-01045,Empresa pequeña,Quito,18.9,2,0,3,0,54.736863500295904,medio
AS-01046,Particular,Guayaquil,11.7,4,0,2,1,67.91829968743336,medio
AS-01047,Empresa pequeña,Quito,19.9,1,0,0,0,77.2616143920671,bajo
AS-01048,Particular,Santo Domingo,17.3,1,0,1,0,87.71803921507875,bajo
AS-01049,Particular,Quito,2.8,2,0,2,0,75.38270174862947,medio
AS-01050,Particular,Manta,9.6,3,0,0,0,87.90045677073726,bajo
AS-01051,Particular,Santo Domingo,8.4,1,0,1,0,82.67218649245235,bajo
AS-01052,Particular,Guayaquil,12.9,1,0,1,0,67.57901766718705,medio
AS-01053,Empresa pequeña,Quito,8.0,2,0,1,0,89.07015093141369,bajo
AS-01054,Empresa mediana,Loja,8.5,1,0,1,0,82.60336882911953,bajo
AS-01055,Empresa pequeña,Quito,7.9,3,2,1,0,69.5484742307729,bajo
AS-01056,Particular,Ambato,16.6,1,0,0,0,79.34188316030975,bajo
AS-01057,Particular,Manta,16.9,1,0,0,0,73.07222964504278,bajo
AS-01058,Empresa pequeña,Guayaquil,11.1,1,0,0,0,62.36364509629682,medio
AS-01059,Empresa pequeña,Quito,6.4,3,0,3,0,50.918000772972164,medio
AS-01060,Particular,Guayaquil,7.2,1,1,2,0,80.34692833956947,bajo
AS-01061,Particular,Riobamba,0.6,2,0,0,0,74.95849355324172,bajo
AS-01062,Particular,Machala,2.0,3,0,1,0,76.15728689684963,bajo
AS-01063,Empresa pequeña,Portoviejo,10.4,3,0,1,0,98.84382850186051,bajo
AS-01064,Empresa pequeña,Guayaquil,17.1,2,0,0,0,81.8014311061095,bajo
AS-01065,Particular,Quito,3.1,4,0,3,0,60.38779529298434,medio
AS-01066,Particular,Riobamba,1.8,2,2,4,0,5.901650526869281,alto
AS-01067,Particular,Quito,3.7,2,0,2,0,71.22659262139547,bajo
AS-01068,Empresa pequeña,Quito,11.4,1,0,2,0,88.1041339368926,bajo
AS-01069,Empresa mediana,Guayaquil,16.9,2,0,0,0,82.86149399344055,bajo
AS-01070,Empresa mediana,Quito,19.6,2,2,2,0,33.73251940865358,alto
AS-01071,Particular,Guayaquil,11.4,1,0,1,0,89.86539710560407,bajo
AS-01072,Particular,Esmeraldas,9.4,1,0,4,0,70.1852041361156,medio
AS-01073,Empresa pequeña,Guayaquil,6.4,3,0,1,0,84.68410945530127,bajo
AS-01074,Particular,Latacunga,3.0,1,0,1,0,81.58503887905715,bajo
AS-01075,Particular,Riobamba,19.6,2,0,4,1,72.5813340972357,medio
AS-01076,Particular,Quito,1.5,4,0,3,1,50.63121708419344,medio
AS-01077,Particular,Guayaquil,16.6,1,2,3,0,60.11709050670125,medio
AS-01078,Particular,Guayaquil,9.6,3,2,2,1,80.95942419517043,bajo
AS-01079,Empresa pequeña,Cuenca,17.9,2,0,3,0,65.40379895317156,medio
AS-01080,Empresa pequeña,Ibarra,16.5,3,0,4,1,71.35110871056746,medio
AS-01081,Empresa mediana,Portoviejo,8.2,3,1,0,1,96.5567393279607,bajo
AS-01082,Empresa pequeña,Manta,0.8,2,1,3,0,43.053711478407855,medio
AS-01083,Particular,Quito,13.6,1,0,0,0,77.49182474391309,bajo
AS-01084,Particular,Loja,13.0,4,0,3,0,74.3837399178042,medio
AS-01085,Particular,Quito,3.6,4,0,3,0,46.60967726115777,medio
AS-01086,Particular,Loja,8.8,3,0,0,1,68.45020823595534,medio
AS-01087,Empresa grande,Quito,13.0,4,0,5,0,63.25141727015921,medio
AS-01088,Particular,Manta,0.7,2,0,1,0,94.49394579513256,bajo
AS-01089,Particular,Guayaquil,2.6,2,0,1,0,89.80478927089648,bajo
AS-01090,Particular,Riobamba,10.2,4,5,9,0,31.718250754575113,alto
AS-01091,Empresa pequeña,Esmeraldas,0.8,1,0,1,0,94.14199370292968,bajo
AS-01092,Empresa pequeña,Latacunga,19.9,1,0,1,0,88.31388881745079,bajo
AS-01093,Empresa mediana,Manta,2.7,4,2,5,0,69.8381477181849,medio
AS-01094,Particular,Loja,2.6,1,0,1,0,95.5597294290365,bajo
AS-01095,Empresa mediana,Quito,6.5,1,0,5,0,61.8632003860779,medio
AS-01096,Particular,Cuenca,19.5,4,0,3,0,68.09641709945708,medio
AS-01097,Particular,Quito,4.0,2,2,3,1,51.39317595158045,medio
AS-01098,Empresa pequeña,Latacunga,12.6,3,1,1,0,63.30899657733946,bajo
AS-01099,Particular,Guayaquil,3.7,1,0,1,0,99.6816383735124,bajo
AS-01100,Particular,Guayaquil,9.8,1,0,4,0,67.53244237948996,medio
AS-01101,Empresa mediana,Quito,3.7,3,0,1,0,78.49005054929826,bajo
AS-01102,Empresa grande,Manta,11.0,1,0,1,0,59.11872310903155,bajo
AS-01103,Particular,Cuenca,3.1,2,0,0,0,90.24187352390364,bajo
AS-01104,Particular,Quito,5.5,2,2,2,0,55.30205185922413,medio
AS-01105,Particular,Guayaquil,18.9,2,0,3,0,70.04091408368758,medio
AS-01106,Empresa grande,Riobamba,11.8,1,0,0,1,79.40047036437234,bajo
AS-01107,Particular,Santo Domingo,12.5,4,0,0,0,53.86386952531284,medio
AS-01108,Particular,Latacunga,5.1,4,0,5,1,53.43292218413172,medio
AS-01109,Particular,Quito,6.5,1,0,0,0,86.58115519652098,bajo
AS-01110,Particular,Quito,13.8,3,0,0,0,100.0,bajo
AS-01111,Empresa pequeña,Manta,10.6,1,0,2,0,97.44658799618327,bajo
AS-01112,Particular,Guayaquil,15.1,3,2,4,0,42.487164365898614,medio
AS-01113,Particular,Guayaquil,2.6,3,4,3,1,13.55033865344377,alto
AS-01114,Particular,Machala,19.8,4,0,4,1,54.178409439863024,medio
AS-01115,Empresa mediana,Ambato,1.5,1,1,2,0,79.75209452571788,bajo
AS-01116,Empresa pequeña,Cuenca,6.3,3,0,0,0,100.0,bajo
AS-01117,Empresa mediana,Quito,7.5,6,2,5,0,44.21707792619138,alto
AS-01118,Particular,Loja,8.8,1,0,1,0,94.11190601483207,bajo
AS-01119,Empresa grande,Machala,5.3,2,1,7,1,3.9054952335748374,alto
AS-01120,Empresa pequeña,Guayaquil,14.0,2,1,2,0,54.553271980038055,medio
AS-01121,Empresa pequeña,Portoviejo,8.3,4,0,4,0,52.52762966478992,medio
AS-01122,Empresa pequeña,Guayaquil,14.6,3,1,7,1,33.6351515278019,alto
AS-01123,Empresa pequeña,Ambato,14.7,2,0,1,0,57.49365111014592,medio
AS-01124,Particular,Santo Domingo,3.8,1,0,1,0,87.08497543634758,bajo
AS-01125,Empresa mediana,Guayaquil,9.1,2,2,3,0,51.967157661505475,medio
AS-01126,Particular,Manta,4.1,2,0,0,0,69.16827303490656,bajo
AS-01127,Empresa grande,Quito,9.3,1,1,0,0,98.31317732619516,bajo
AS-01128,Particular,Cuenca,7.1,1,1,0,0,79.12862074990322,bajo
AS-01129,Particular,Guayaquil,8.9,2,0,0,0,91.67930826703504,bajo
AS-01130,Particular,Quito,5.6,3,0,2,0,92.0438120515174,bajo
AS-01131,Particular,Quito,17.9,3,0,0,0,74.60678607725137,bajo
AS-01132,Empresa mediana,Guayaquil,7.9,2,0,2,1,49.90960377117642,medio
AS-01133,Particular,Ambato,14.1,2,1,2,0,93.16855634529323,bajo
AS-01134,Empresa pequeña,Machala,13.8,2,0,3,0,47.6676715075699,medio
AS-01135,Particular,Cuenca,6.7,1,1,0,0,73.87921682354676,bajo
AS-01136,Empresa pequeña,Manta,9.8,3,3,7,0,5.5204358414417865,alto
AS-01137,Empresa mediana,Quito,3.0,1,0,0,0,86.0473524446232,bajo
AS-01138,Empresa pequeña,Guayaquil,9.8,4,2,7,1,5.561960924315037,alto
AS-01139,Empresa mediana,Machala,18.1,4,0,1,0,64.0870003492493,medio
AS-01140,Particular,Quito,19.9,2,0,0,0,95.7058637115545,bajo
AS-01141,Particular,Quito,19.1,1,1,4,1,58.212182483200046,medio
AS-01142,Empresa grande,Quito,18.2,3,2,3,0,58.9785340665581,medio
AS-01143,Particular,Cuenca,6.9,3,0,0,0,86.24972206483737,bajo
AS-01144,Particular,Cuenca,13.7,5,3,11,1,11.927882267357711,alto
AS-01145,Empresa pequeña,Guayaquil,16.0,1,0,0,0,93.93464087858065,bajo
AS-01146,Particular,Guayaquil,13.2,1,0,2,0,96.47789523790735,bajo
AS-01147,Empresa pequeña,Quito,1.8,3,0,1,0,47.01862456552399,medio
AS-01148,Particular,Latacunga,5.0,3,0,0,0,91.79974558702853,bajo
AS-01149,Empresa mediana,Manta,3.5,5,4,5,0,30.47252531612486,alto
AS-01150,Particular,Quito,6.2,2,0,0,0,82.16519325840837,bajo
AS-01151,Empresa pequeña,Quito,10.6,3,1,3,0,45.443038252718466,medio
AS-01152,Particular,Guayaquil,0.7,3,0,0,0,61.93304943198143,bajo
AS-01153,Empresa pequeña,Quito,10.3,1,0,0,0,93.10519126155249,bajo
AS-01154,Empresa pequeña,Guayaquil,0.2,3,0,2,0,64.9845510329625,bajo
AS-01155,Particular,Santo Domingo,11.4,3,0,1,0,100.0,bajo
AS-01156,Particular,Loja,10.4,4,0,2,1,63.64908544671317,medio
AS-01157,Particular,Babahoyo,0.2,2,0,0,0,68.55924827411138,bajo
AS-01158,Empresa pequeña,Quito,4.2,2,0,0,0,92.96217902672154,bajo
AS-01159,Particular,Quito,4.8,3,0,1,0,88.10882743495797,bajo
AS-01160,Empresa pequeña,Ambato,3.8,3,0,2,0,90.57584308245688,bajo
AS-01161,Particular,Guayaquil,2.1,3,0,1,0,69.20297142563214,bajo
AS-01162,Empresa pequeña,Santo Domingo,3.0,2,0,0,0,81.75471286295371,bajo
AS-01163,Particular,Ambato,8.9,3,3,3,0,54.05213766618202,medio
AS-01164,Particular,Cuenca,17.2,1,0,0,0,73.47300626521555,bajo
AS-01165,Particular,Ambato,11.3,2,0,1,0,83.51285216004821,bajo
AS-01166,Particular,Tulcán,12.9,2,1,1,0,87.59876203169637,bajo
AS-01167,Empresa mediana,Cuenca,2.7,3,1,4,0,63.921364092552594,medio
AS-01168,Particular,Ibarra,4.7,3,0,0,1,87.1195456002618,bajo
AS-01169,Empresa grande,Ibarra,4.8,2,1,0,0,71.17377170832643,medio
AS-01170,Particular,Quito,15.0,2,1,1,0,99.46707779390154,bajo
AS-01171,Particular,Guayaquil,19.8,2,0,1,0,63.49464294893383,medio
AS-01172,Particular,Santo Domingo,16.2,1,0,0,0,100.0,bajo
AS-01173,Particular,Esmeraldas,7.3,4,0,4,1,50.421005519759376,medio
AS-01174,Particular,Manta,9.5,3,0,1,1,64.3870343605024,medio
AS-01175,Particular,Machala,11.4,2,2,2,0,39.630177055666614,medio
AS-01176,Particular,Quito,16.4,2,1,0,0,89.69662461566612,bajo
AS-01177,Empresa mediana,Guayaquil,10.7,1,1,0,1,76.53521592902307,bajo
AS-01178,Empresa pequeña,Esmeraldas,11.7,2,0,0,0,82.10830186602624,bajo
AS-01179,Particular,Quito,11.0,3,1,1,0,60.557044464245415,medio
AS-01180,Particular,Cuenca,12.2,1,0,5,0,46.582053413921145,medio
AS-01181,Empresa mediana,Cuenca,2.7,1,0,3,0,47.39947075576739,medio
AS-01182,Particular,Santo Domingo,19.4,1,0,0,0,100.0,bajo
AS-01183,Particular,Loja,14.8,4,0,3,1,64.79158303001157,medio
AS-01184,Empresa pequeña,Quito,2.4,3,1,1,0,67.94749698188411,bajo
AS-01185,Empresa mediana,Quito,0.3,2,1,1,0,88.85185931714831,bajo
AS-01186,Particular,Machala,5.1,1,0,2,0,49.90385593994108,medio
AS-01187,Particular,Esmeraldas,20.0,2,0,0,0,38.58756303230845,medio
AS-01188,Particular,Quito,14.1,4,6,7,1,16.176834250014878,alto
AS-01189,Empresa mediana,Guayaquil,13.1,3,0,3,0,45.75026049512276,medio
AS-01190,Empresa mediana,Manta,5.7,2,0,2,1,50.25827772568182,medio
AS-01191,Empresa pequeña,Guayaquil,16.3,1,0,0,0,83.72687753072981,bajo
AS-01192,Empresa grande,Santo Domingo,5.5,3,0,0,0,65.82987252540897,bajo
AS-01193,Empresa mediana,Quito,7.7,2,0,0,0,72.49316178024394,bajo
AS-01194,Particular,Quito,15.3,1,2,2,1,51.39890967071268,medio
AS-01195,Empresa mediana,Ibarra,6.9,3,0,1,0,83.93503133234167,bajo
AS-01196,Empresa pequeña,Cuenca,19.1,3,2,4,1,55.60237368980199,medio
AS-01197,Empresa pequeña,Guayaquil,19.2,4,1,1,1,43.701811005366594,medio
AS-01198,Particular,Guayaquil,20.0,3,0,3,0,60.662449772085736,medio
AS-01199,Particular,Ambato,15.5,1,0,1,0,80.71957067032331,bajo
AS-01200,Empresa mediana,Quito,0.3,1,1,0,0,100.0,bajo
AS-01201,Particular,Quito,18.0,3,0,1,0,76.02612251323954,bajo
AS-01202,Particular,Quito,3.6,3,0,0,0,87.45297229437372,bajo
AS-01203,Empresa pequeña,Manta,0.9,2,0,2,0,48.11148751516142,medio
AS-01204,Particular,Santo Domingo,10.9,1,0,4,0,44.91649014518194,medio
AS-01205,Particular,Quito,11.5,3,0,0,0,96.54430035162852,bajo
AS-01206,Particular,Guayaquil,19.5,3,1,1,1,58.20295845601941,medio
AS-01207,Particular,Quito,11.9,1,0,3,0,81.79004156096622,bajo
AS-01208,Particular,Guayaquil,4.4,3,0,2,0,78.08549541224527,bajo
AS-01209,Particular,Latacunga,4.6,3,1,2,0,84.98697364100153,bajo
AS-01210,Empresa pequeña,Cuenca,1.1,4,1,2,0,57.9478837159347,medio
AS-01211,Empresa mediana,Quito,4.9,2,1,2,0,92.98068382304358,bajo
AS-01212,Particular,Machala,7.3,3,0,4,0,47.03547401102046,medio
AS-01213,Empresa pequeña,Guayaquil,11.4,1,0,2,0,93.70796367215401,bajo
AS-01214,Empresa pequeña,Guayaquil,5.8,2,0,0,0,89.67462188472221,bajo
AS-01215,Empresa pequeña,Riobamba,18.0,4,0,4,0,46.12525160853986,medio
AS-01216,Empresa pequeña,Quito,17.4,2,0,2,0,78.43871036336867,bajo
AS-01217,Empresa mediana,Esmeraldas,7.2,5,3,8,0,8.032546878780657,alto
AS-01218,Empresa mediana,Manta,12.4,1,0,4,1,68.89497081111901,medio
AS-01219,Empresa pequeña,Guayaquil,15.2,2,0,4,0,52.92326473370122,medio
AS-01220,Particular,Manta,7.5,4,0,4,0,65.52574563886694,medio
AS-01221,Particular,Quito,9.9,1,1,4,1,50.86200790485243,medio
AS-01222,Particular,Ibarra,19.1,1,0,0,0,100.0,bajo
AS-01223,Particular,Machala,6.4,2,0,1,0,81.36888440466049,bajo
AS-01224,Particular,Latacunga,5.3,3,2,0,1,92.0689954872575,bajo
AS-01225,Particular,Cuenca,3.5,3,0,0,1,85.27356170561146,bajo
AS-01226,Particular,Quito,4.1,4,0,4,0,63.45089650133286,medio
AS-01227,Empresa mediana,Tulcán,2.5,4,0,3,0,44.21905735989555,medio
AS-01228,Empresa pequeña,Guayaquil,1.7,1,0,0,0,84.46498999185756,bajo
AS-01229,Particular,Ambato,1.6,3,2,4,0,47.719395583974546,medio
AS-01230,Particular,Ambato,17.6,1,3,5,0,58.152615007956754,medio
AS-01231,Particular,Ambato,5.4,3,2,4,0,16.61254107496083,alto
AS-01232,Particular,Latacunga,17.2,2,0,2,0,49.350985102104616,medio
AS-01233,Empresa pequeña,Loja,12.3,3,0,2,0,84.05858975824373,bajo
AS-01234,Empresa grande,Santo Domingo,17.5,4,1,5,0,70.19854668827159,medio
AS-01235,Particular,Quito,17.6,2,0,1,0,73.38162716015135,bajo
AS-01236,Particular,Guayaquil,2.4,3,0,1,0,100.0,bajo
AS-01237,Empresa pequeña,Quito,5.4,2,1,1,1,50.1885040703822,medio
AS-01238,Particular,Guayaquil,8.9,2,0,0,0,81.83205879146003,bajo
AS-01239,Particular,Guayaquil,8.3,2,0,5,1,46.04491539592638,medio
AS-01240,Empresa pequeña,Cuenca,19.0,1,0,1,0,99.24198311564268,bajo
AS-01241,Empresa pequeña,Ambato,10.4,2,0,0,1,93.20436129506255,bajo
AS-01242,Empresa mediana,Santo Domingo,18.2,2,0,0,0,76.48209819948819,bajo
AS-01243,Particular,Latacunga,2.1,2,0,0,0,75.59159543025677,bajo
AS-01244,Particular,Quito,5.5,1,1,1,0,46.52621634653567,medio
AS-01245,Empresa mediana,Cuenca,14.1,3,0,1,0,91.65361227466997,bajo
AS-01246,Empresa mediana,Manta,7.9,3,0,1,0,76.68029866618872,bajo
AS-01247,Particular,Quito,5.4,3,0,1,0,83.07041734129614,bajo
AS-01248,Empresa grande,Cuenca,18.2,3,0,1,0,95.95013384470678,bajo
AS-01249,Particular,Cuenca,2.3,1,0,1,0,94.26892955895373,bajo
AS-01250,Particular,Ambato,6.7,3,1,0,0,67.32052176898186,bajo
AS-01251,Empresa pequeña,Guayaquil,16.8,3,1,0,0,78.65440116107229,bajo
AS-01252,Particular,Guayaquil,3.1,2,0,1,0,100.0,bajo
AS-01253,Empresa pequeña,Riobamba,11.0,3,3,3,0,43.43132178714272,medio
AS-01254,Particular,Babahoyo,1.7,1,1,0,0,45.57028284923786,medio
AS-01255,Particular,Quito,8.8,1,0,4,0,51.13834496236646,medio
AS-01256,Particular,Cuenca,8.0,3,0,2,1,54.85179490654397,medio
AS-01257,Particular,Guayaquil,13.0,2,0,3,0,71.66286193418851,medio
AS-01258,Particular,Guayaquil,18.7,3,1,2,0,76.19509504683022,bajo
AS-01259,Empresa pequeña,Guayaquil,3.7,2,0,0,1,75.87494072120796,bajo
AS-01260,Particular,Guayaquil,2.0,3,1,2,0,80.22115461171147,bajo
AS-01261,Empresa mediana,Quito,3.9,2,1,1,0,90.2916345626086,bajo
AS-01262,Particular,Latacunga,11.3,2,0,2,0,61.58002695706206,medio
AS-01263,Particular,Quito,10.5,3,1,1,0,95.89377996223185,bajo
AS-01264,Empresa pequeña,Ibarra,12.4,5,2,6,0,4.396632034603169,alto
AS-01265,Particular,Quito,3.4,1,0,5,1,42.34680412018039,medio
AS-01266,Empresa mediana,Cuenca,6.1,1,0,2,0,86.1314275154751,bajo
AS-01267,Particular,Cuenca,10.7,3,1,0,1,97.84386969325651,bajo
AS-01268,Empresa pequeña,Cuenca,9.9,3,1,3,0,48.080461792676054,medio
AS-01269,Particular,Machala,15.4,3,1,1,0,52.52235028705117,medio
AS-01270,Particular,Ibarra,0.3,2,0,1,0,93.78046587605218,bajo
AS-01271,Particular,Guayaquil,18.4,3,0,0,0,94.75655060297134,bajo
AS-01272,Particular,Guayaquil,12.5,1,2,3,1,71.94569060453588,medio
AS-01273,Particular,Machala,15.0,1,0,0,0,91.3384361766371,bajo
AS-01274,Empresa pequeña,Machala,1.7,1,0,0,0,70.317957751526,bajo
AS-01275,Empresa mediana,Machala,13.1,3,0,1,0,100.0,bajo
AS-01276,Empresa mediana,Babahoyo,14.5,2,0,1,1,82.80858456819952,bajo
AS-01277,Empresa pequeña,Santo Domingo,10.1,3,0,1,0,82.89664769990847,bajo
AS-01278,Particular,Quito,15.0,1,0,0,0,75.46658919697185,bajo
AS-01279,Empresa pequeña,Cuenca,9.3,1,1,2,0,43.460245582450156,medio
AS-01280,Empresa pequeña,Riobamba,15.8,3,4,6,1,32.6544176789875,alto
AS-01281,Particular,Latacunga,17.3,2,0,2,0,48.96770452391141,medio
AS-01282,Particular,Quito,3.8,1,0,1,0,90.13765081809728,bajo
AS-01283,Particular,Guayaquil,15.5,3,0,0,0,98.54054338344295,bajo
AS-01284,Empresa mediana,Quito,11.4,3,0,0,0,95.28351158397292,bajo
AS-01285,Particular,Cuenca,16.6,3,0,3,1,43.570052697460255,medio
AS-01286,Particular,Cuenca,12.7,5,1,9,1,7.843835232211109,alto
AS-01287,Empresa pequeña,Guayaquil,2.2,4,5,8,0,7.218973134483516,alto
AS-01288,Particular,Quito,7.2,3,3,12,0,3.3399566345627187,alto
AS-01289,Particular,Guayaquil,8.0,1,0,1,0,74.58316696913063,bajo
AS-01290,Particular,Tulcán,4.8,3,0,2,0,67.33554703523758,bajo
AS-01291,Particular,Cuenca,18.5,3,0,2,1,77.94289302265481,bajo
AS-01292,Empresa pequeña,Guayaquil,19.2,1,0,1,0,100.0,bajo
AS-01293,Particular,Ambato,4.1,1,0,0,0,77.06964544230053,bajo
AS-01294,Particular,Quito,11.2,3,0,5,0,47.092453872258204,medio
AS-01295,Empresa pequeña,Tulcán,13.4,4,1,2,1,43.20914679273782,medio
AS-01296,Particular,Guayaquil,6.6,4,4,9,1,16.105551734044287,alto
AS-01297,Particular,Ambato,19.4,1,0,1,0,97.59538241493884,bajo
AS-01298,Particular,Quito,12.0,2,0,0,0,72.64862727905674,bajo
AS-01299,Particular,Quito,7.7,1,0,0,0,82.93696157035951,bajo
AS-01300,Particular,Guayaquil,3.4,6,5,3,1,4.808489030980068,alto
AS-01301,Empresa pequeña,Santo Domingo,3.3,1,0,1,0,80.25954773178475,bajo
AS-01302,Empresa pequeña,Guayaquil,1.2,4,0,4,0,62.460211747682614,medio
